     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.288     0.536 100561
     2.000     0.000     0.000     0.000     1.000     2.000     0.000     1.000     1.000     0.000     1.000     0.000     0.319     0.545 100591
     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.311     0.679 100611
     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000    -1.130     0.622 100661
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -1.323     0.679 100701
     1.000     2.000     2.000     1.000     2.000     1.000     2.000     1.000     2.000     1.000     2.000     0.000     2.241     0.533 100741
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     0.000     2.000     0.000     0.382     0.509 100761
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -0.395     0.557 100771
     2.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     2.000     0.000     0.148     0.544 100791
     1.000     2.000     2.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     2.000     0.000     0.908     0.512 100821
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -1.146     0.620 100861
     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.975     0.625 100881
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.943     0.726 100891
     2.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.655     0.587 100931
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.943     0.726 101041
     0.000     0.000     2.000     1.000     1.000     0.000     2.000     1.000     2.000     0.000     2.000     0.000     1.087     0.556 101051
     1.000     0.000     1.000     0.000     0.000     0.000     2.000     1.000     0.000     0.000     0.000     0.000    -0.346     0.576 101061
     1.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000    -0.226     0.540 101081
     2.000     2.000     2.000     1.000     2.000     0.000     2.000     2.000     1.000     0.000     2.000     0.000     2.065     0.553 101101
     2.000     0.000     1.000     2.000     1.000     0.000     2.000     2.000     2.000     0.000     2.000     0.000     1.524     0.568 101141
     2.000     0.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     2.000     0.000     0.376     0.566 101151
     1.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000    -0.450     0.565 101171
