     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000    -0.308 100561 0
     2.000     0.000     0.000     0.000     1.000     2.000     0.000     1.000     1.000     0.000     1.000     0.322 100591 0
     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.333 100611 0
     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000    -1.161 100661 0
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000    -1.345 100701 0
     1.000     2.000     2.000     1.000     2.000     1.000     2.000     1.000     2.000     1.000     2.000     2.323 100741 0
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     1.000     0.000     2.000     0.371 100761 0
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000    -0.426 100771 0
     2.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     2.000     0.163 100791 0
     1.000     2.000     2.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     2.000     0.935 100821 0
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.175 100861 0
     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.003 100881 0
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.981 100891 0
     2.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -0.676 100931 0
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.981 101041 0
     0.000     0.000     2.000     1.000     1.000     0.000     2.000     1.000     2.000     0.000     2.000     1.132 101051 0
     1.000     0.000     1.000     0.000     0.000     0.000     2.000     1.000     0.000     0.000     0.000    -0.373 101061 0
     1.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000    -0.240 101081 0
     2.000     2.000     2.000     1.000     2.000     0.000     2.000     2.000     1.000     0.000     2.000     2.124 101101 0
     2.000     0.000     1.000     2.000     1.000     0.000     2.000     2.000     2.000     0.000     2.000     1.537 101141 0
     2.000     0.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     2.000     0.397 101151 0
     1.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000    -0.465 101171 0
     2.000     1.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.006 101251 0
     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000    -0.449 101301 0
     1.000     1.000     0.000     1.000     0.000     0.000     1.000     0.000     1.000     0.000     2.000     0.206 101321 0
     0.000     2.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     2.000    -0.099 101341 0
     2.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000    -0.124 101351 0
     2.000     1.000     2.000     0.000     1.000     1.000     1.000     0.000     1.000     0.000     2.000     0.985 101381 0
     2.000     0.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     2.000     0.070 101421 0
     2.000     2.000     1.000     0.000     0.000     0.000     2.000     1.000     0.000     0.000     0.000     0.322 101451 0
     2.000     0.000     2.000     1.000     2.000     0.000     2.000     0.000     0.000     1.000     2.000     1.335 101461 0
     2.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     2.000    -0.133 101521 0
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     2.000    -0.131 101541 0
     2.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.812 101571 0
     0.000     2.000     2.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     2.000     0.853 101581 0
     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.333 101641 0
     2.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000    -0.429 101651 0
     2.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.276 101671 0
     1.000     2.000     1.000     0.000     1.000     0.000     1.000     1.000     2.000     0.000     1.000     0.612 101691 0
     2.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     0.369 101761 0
     2.000     0.000     2.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     2.000     0.336 101781 0
     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.333 101791 0
     1.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     0.000     0.000     0.000    -0.651 101801 0
     1.000     2.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000    -0.251 101811 0
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.528 101891 0
     1.000     0.000     2.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000    -0.164 101901 0
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.194 101911 0
     2.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     2.000     1.108 101931 0
     2.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     2.000     0.000     2.000     0.725 101961 0
     2.000     1.000     2.000     1.000     2.000     0.000     2.000     1.000     1.000     1.000     2.000     1.929 101991 0
     1.000     2.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     0.036 102011 0
     2.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     2.000     0.106 102031 0
     0.000     2.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.027 102061 0
     1.000     1.000     2.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000    -0.092 102121 0
     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000    -1.159 102131 0
     2.000     0.000     2.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     2.000     0.626 102141 0
     1.000     2.000     0.000     0.000     1.000     0.000     2.000     1.000     0.000     0.000     2.000     0.515 102171 0
     2.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     2.000     0.000     2.000     1.215 102181 0
     2.000     0.000     2.000     0.000     1.000     0.000     2.000     0.000     0.000     0.000     2.000     0.498 102191 0
     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000    -0.889 102231 0
     1.000     0.000     0.000     0.000     2.000     1.000     0.000     0.000     0.000     0.000     2.000    -0.205 102241 0
     2.000     2.000     0.000     0.000     1.000     0.000     2.000     1.000     1.000     0.000     0.000     0.682 102291 0
     2.000     0.000     2.000     0.000     0.000     0.000     2.000     0.000     0.000     0.000     0.000    -0.255 102301 0
     2.000     1.000     2.000     1.000     0.000     1.000     2.000     0.000     1.000     0.000     2.000     1.279 102361 0
     2.000     0.000     2.000     0.000     2.000     0.000     1.000     1.000     0.000     0.000     1.000     0.493 102371 0
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000    -1.015 102391 0
     1.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     0.037 102411 0
     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     2.000    -0.081 102451 0
     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.333 102471 0
     1.000     1.000     1.000     1.000     0.000     0.000     2.000     1.000     0.000     0.000     2.000     0.555 102581 0
     1.000     2.000     1.000     0.000     2.000     2.000     0.000     0.000     0.000     0.000     2.000     0.490 102611 0
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.512 102701 0
     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000    -1.161 102711 0
     2.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     0.119 102731 0
     2.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000    -0.351 102751 0
     1.000     0.000     2.000     0.000     0.000     0.000     2.000     0.000     0.000     0.000     2.000    -0.056 102781 0
     1.000     1.000     2.000     1.000     2.000     1.000     0.000     1.000     1.000     0.000     1.000     0.983 102791 0
     0.000     1.000     1.000     0.000     2.000     1.000     1.000     1.000     1.000     1.000     2.000     1.126 102851 0
     0.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000    -1.100 102931 0
     2.000     0.000     2.000     0.000     2.000     0.000     1.000     0.000     0.000     0.000     2.000     0.469 102981 0
     2.000     2.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000    -0.031 103031 0
     2.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000    -0.301 103051 0
     0.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000    -0.688 103061 0
     0.000     1.000     1.000     0.000     2.000     2.000     0.000     0.000     0.000     0.000     1.000    -0.097 103111 0
     2.000     2.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     2.000     0.516 104511 0
     2.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.248 104561 0
     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000    -0.328 104661 0
     1.000     2.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.207 104721 0
     2.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     2.000     1.000     2.000     0.996 104731 0
     2.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     0.000     0.000     0.000    -0.375 104771 0
     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.000     1.000     0.230 104811 0
     2.000     1.000     1.000     0.000     2.000     0.000     1.000     1.000     1.000     0.000     1.000     0.717 104901 0
     1.000     2.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     2.000     0.269 104911 0
     2.000     0.000     2.000     0.000     0.000     0.000     2.000     1.000     0.000     0.000     2.000     0.552 104951 0
     1.000     1.000     1.000     0.000     0.000     2.000     1.000     0.000     1.000     0.000     0.000     0.059 104961 0
     2.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000    -0.018 105061 0
     1.000     1.000     2.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     2.000     1.210 105101 0
     0.000     1.000     2.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000    -0.369 105141 0
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.161 105151 0
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.231 105171 0
     2.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000     0.476 105261 0
     2.000     1.000     2.000     0.000     2.000     1.000     2.000     2.000     2.000     0.000     1.000     1.735 105271 0
     0.000     2.000     1.000     0.000     2.000     2.000     2.000     2.000     1.000     1.000     2.000     1.917 105281 0
     2.000     0.000     2.000     0.000     0.000     1.000     2.000     1.000     0.000     1.000     2.000     1.153 105291 0
     2.000     2.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     2.000     0.778 105391 0
     0.000     0.000     1.000     1.000     1.000     1.000     1.000     2.000     0.000     0.000     2.000     0.671 105511 0
     0.000     0.000     2.000     2.000     2.000     0.000     2.000     2.000     0.000     0.000     2.000     1.187 105521 0
     2.000     0.000     2.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     1.000     0.370 105531 0
     2.000     2.000     0.000     1.000     1.000     2.000     2.000     1.000     1.000     0.000     2.000     1.689 105551 0
     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000    -0.760 105581 0
     2.000     2.000     2.000     0.000     0.000     0.000     2.000     0.000     1.000     0.000     2.000     0.962 105591 0
