     0.000     2.000     2.000     2.000     1.000     2.000     2.000     0.000     0.000     0.000     2.000     0.000     1.318     0.590 108541
     2.000     2.000     2.000     0.000     2.000     2.000     2.000     1.000     0.000     0.000     2.000     0.000     1.807     0.571 108591
     1.000     2.000     1.000     2.000     0.000     0.000     1.000     2.000     0.000     1.000     2.000     0.000     1.048     0.562 108621
     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     2.000     0.000     0.113     0.527 108631
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -0.712     0.594 108661
     1.000     2.000     1.000     1.000     2.000     1.000     1.000     0.000     1.000     2.000     2.000     0.000     1.477     0.528 108671
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -1.242     0.623 108681
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000    -1.158     0.635 108711
     1.000     0.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000    -0.754     0.614 108731
     1.000     2.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000    -0.336     0.596 108751
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -1.356     0.688 108761
     0.000     0.000     2.000     0.000     2.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.584     0.626 108781
     1.000     0.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     2.000     0.000    -0.137     0.544 108791
     0.000     2.000     2.000     0.000     1.000     1.000     2.000     1.000     2.000     0.000     0.000     0.000     1.138     0.566 108861
     2.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -0.183     0.566 108881
     2.000     1.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.245     0.575 108931
     2.000     0.000     2.000     0.000     0.000     0.000     2.000     2.000     1.000     1.000     2.000     0.000     1.334     0.578 108951
     0.000     1.000     1.000     0.000     1.000     0.000     2.000     1.000     0.000     0.000     2.000     0.000     0.384     0.543 108991
     1.000     1.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.353     0.497 109031
     2.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     2.000     0.000     0.038     0.581 109041
     0.000     2.000     2.000     1.000     2.000     1.000     2.000     0.000     0.000     0.000     2.000     0.000     1.326     0.566 109061
     1.000     1.000     2.000     0.000     0.000     0.000     2.000     2.000     2.000     0.000     2.000     0.000     1.054     0.574 109071
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.579     0.672 109101
     1.000     1.000     2.000     0.000     0.000     0.000     2.000     1.000     0.000     0.000     1.000     0.000     0.231     0.547 109131
     1.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     2.000     1.000     2.000     0.000     0.827     0.536 109151
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     1.000     0.000    -0.335     0.543 109171
     2.000     0.000     0.000     0.000     2.000     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.092     0.568 109201
     1.000     2.000     2.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000     0.187     0.566 109211
     1.000     1.000     1.000     2.000     1.000     1.000     1.000     1.000     1.000     0.000     2.000     0.000     1.082     0.499 109231
     2.000     2.000     2.000     0.000     2.000     0.000     2.000     0.000     2.000     0.000     2.000     0.000     1.603     0.581 109261
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.376     0.537 109281
     1.000     2.000     0.000     2.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.951     0.528 109301
     1.000     0.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     2.000     0.000    -0.137     0.544 109311
     0.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.000     1.000     2.000     0.000     0.288     0.543 109331
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -1.356     0.688 109341
     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -0.644     0.599 109401
     1.000     0.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.066     0.643 109411
     2.000     2.000     0.000     0.000     2.000     0.000     0.000     1.000     0.000     0.000     2.000     0.000     0.531     0.584 110071
     2.000     2.000     1.000     1.000     0.000     1.000     2.000     2.000     2.000     0.000     2.000     0.000     1.900     0.561 110081
     2.000     1.000     2.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.269     0.531 110101
     0.000     1.000     0.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000    -0.385     0.590 110111
     1.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     2.000     0.000    -0.208     0.589 110121
     1.000     2.000     1.000     0.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     0.130     0.540 110151
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -1.356     0.688 110181
     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.175     0.632 110221
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -1.242     0.623 110261
     2.000     2.000     0.000     0.000     1.000     0.000     2.000     1.000     2.000     0.000     1.000     0.000     0.945     0.559 110281
